Collection Period,"Department/
Agency Name",Agency Short Name,Project ID,Project Title,Government Domain,ICT Project Category,Description,Stage,Benefit Category  ( Benefit Type),Date of Closure/ Postponement,PM Methodologies,Initiation Start Date,Planned Initiation End Date,Revised Initiation End Date,Business Case Approval Date,Planned Initiation Cost,Revised initiation Cost,Planned Delivery Start Date,Revised Delivery Start Date,Planned Delivery End Date,Revised Delivery End Date,Planned Delivery Cost,Revised Delivery Cost,Q1 21-22,Q2 21-22,Q3 21-22,Q4 21-22,Q1 22-23 (Current),Reporting  Comments
Q1 22-23,Peninsula Health,PEN Health,3457,SAPPHire,Health,Human Resources,The implementation of a SAP Payroll and Human Resource Information System using the already established SAP HRIS instance at Alfred Health thus achieving alignment with the Department of Health and Peninsula Health strategic Goals.,Initiated,,,PRINCE2,08-08-22,25-11-22,,,$0,,,,,,,,,,,,,"Drafted the Project Initiation Document (PID) ready for peer review.

Communication Strategy document finalised.

Existing SAP model demo presented by Alfred Health. 

Implementation partner requirement questionnaire finalised."
Q1 22-23,Victorian Institute of Forensic Mental Health (Forensicare),Forensicare,3458,Human Capital Management (HCM) Rostering Payroll System,Health,"Human Capital / Workforce Management ,Human Capital / Workforce Management","Forensicare is implementing a new Human Capital Management system to replace and integrate its ageing payroll, rostering and recruitment systems.  This system will better meet staff needs and improve capacity for better care to growing customer base",Initiated,,,PRINCE2,23-08-21,08-09-22,,,$0,$0,,,,,,,,,,,,Currently in the process of engaging consultants to assist Forensicare in the planning phase.
Q1 22-23,Goulburn-Murray Rural Water Corporation,GMR Water,3460,Primary Data Centre On-Premise Refresh,Environment and Water,Systems Management,"Refresh Goulburn-Murray Water's IT Infrastructure assets - Servers, Network and Storage as per the asset lifecycle.",Delivery,Risk Reduction (Non Financial),,PRINCE2,01-11-21,26-11-21,,26-11-21,"$10,000",,01-07-22,,30-06-23,30-09-23,"$1,231,487",,,,,,Green,Project is tracking well on time cost and quality. There could be some pressure on the Infrastructure build activities scheduled for next quarter due to the post flood recovery activities that are currently being planned. This is noted as a risk in the project and is being closely monitored.
Q1 22-23,WorkSafe Victoria,WorkSafe,3461,Infrastructure Migration to Amazon Web Services (AWS),Government and Economy,Systems Management,This is a key initiative within the IT enablement plan to migrate approximate 80% of business applications to the target Amazon Web Services platform in line with target enterprise architecture.,Delivery,Efficiency/Productivity (Non Financial),,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),01-07-22,31-07-22,,04-08-22,$0,,01-09-22,,31-03-24,,"$4,084,380",,,,,,Green,On Track
Q1 22-23,State Revenue Office,SRO,3462,Windfall Gains Tax,Government and Economy,Development and Integration,"From 1 July 2023, a windfall gains tax applies to land that is subject to a government rezoning resulting in a value uplift to the land of more than $100,000. This initiative implements the systems needed to support administration of this tax.",Initiated,,,Agile,01-07-22,31-12-22,,,$0,,,,,,,,,,,,,"This initiative implements the systems supporting a new Victorian tax on windfall gains from land rezoning events.  Since 1 July this year the project is in active design to deliver a modern solution to our customers. The intent is to use new modern technologies and processes with the initiation phase being planned over a 6 month period to ensure the design and approach supports this. Delivery of a 'minimum marketable product' is expected to take place in Q3 & Q4, with further refinements in the new financial year."
Q1 22-23,V/Line Corporation,V/Line,3464,eTicketing,Transport and Vehicles,"Customer Preferences,Management of Process","The eTicketing project will implement a system to generate eTicket to mobile, improving customer experience by making V/Line long-distance and coach tickets accessible to customers in their preferred format.",Initiated,,,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),06-06-22,27-01-23,,,"$150,000",,,,,,,,,,,,,Capital funding of $2.24m over 2 years has been approved. Key achievement so far is the completion of the requirements gathering and RFP to the market.
Q1 22-23,V/Line Corporation,V/Line,3465,Payroll Improvements,Transport and Vehicles,Human Capital / Workforce Management,"The objective of the payroll improvement project is to improve data collection for Leave, Time & Attendance information to support V/Line�s payroll function, in creating a more robust and consistent payroll operation organisation wide.",Initiated,,,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),01-07-22,31-03-23,30-04-23,,"$450,000",,,,,,,,,,,,,Capital funding of $3.8m CAPEX  has been approved. The project has embarked upon detail analysis on payroll data collection and processing for alignment to a higher level Human Capital / Workforce Management strategy.
Q1 22-23,Central Highlands Region Water Corporation,CHR Water,3466,Digital Metering Program,Environment and Water,"Customer Initiated Assistance,Customer Relationship Management","Replace analogue meters with digital, resulting in improved customer experience, reduced operational risk, improved environmental and sustainability footprint, and utilise water meter data to provide greater oversight of the water and sewer network.",Initiated,,,Waterfall,01-07-20,31-12-22,,,$0,,,,,,,,,,,,,Respondent evaluations continue
Q1 22-23,Department of Education and Training,DET,3468,SF - School Bus Management System (Uplift to platform),Education,Systems Management,This project will re-platform School Bus Management System (SBMS) from its existing system onto the Salesforce platform where it can be delivered and supported on an Enterprise platform with stronger foundations and an improved and robust design.,Delivery,Efficiency/Productivity (Non Financial),,Agile,27-06-22,27-06-22,,29-07-22,$0,,31-07-22,,01-12-22,,"$1,428,995",,,,,,Green,The project is focussing on managing the back-log of development activities that must be completed to meet Project completion date as well as closely monitoring development progress against schedule to be able to advise business and management of any likely hood of slippage in completion date.
Q1 22-23,Department of Health,DH,3469,My Health Record (MHR) Expansion 2022-2024,Health,"Data Management,Development and Integration","Connection of Public Sector Residential Aged Care Services (PSRACS) and Registered Community Health Services (RCHS) for viewing, upload RCHS Event Summary, Outpatient Specialist Letter, and improve clinical document uploads to MHR at point of care.",Delivery,"Cost Reduction (Financial), Increased Quality (Non Financial)",,PRINCE2,01-06-22,30-06-22,,30-06-22,$0,,01-07-22,,30-06-24,,"$1,770,000",,,,,,Green,Project is on schedule.
Q1 22-23,Suburban Rail Loop Authority,SRLA,3471,Contract Management System - SRLA,Transport and Vehicles,"Management of Process ,Records Management ,Reporting","The project will deliver a modernised contract management system for SRLA to integrate multiple platforms, improving workflow efficiencies and data quality across functions",Initiated,,,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),02-03-22,14-09-22,,,"$483,200",,,,,,,,,,,,,The business case is expected to be approved by Project Steering Group (PSG).  The project anticipates to move to Delivery in Q2 2022-23.
Q1 22-23,Transport Accident Commission,TAC,3472,Data Analytics No 2,Transport and Vehicles,Business Intelligence,Leveraging the new analytics capabilities to build assets from the new DAR platform. - Operationalise and integrate BI services catalogue into a streamlined delivery model from across the BI branch.,Delivery,"Compliance (Non Financial), Efficiency/Productivity (Non Financial), Increased Quality (Non Financial), Workforce Satisfaction (Non Financial)",,PRINCE2,14-02-22,10-08-22,,10-08-22,$0,,10-08-22,,30-06-24,,"$10,000,000",,,,,,Green,"The new phase of the DAR program has commenced with the approval of the Analytics Business case to continue delivery over the next 2 years, funds have been approved for FY22/23. 

The next phase of the program will focus more on business led delivery and utilisation of the processes and methodologies established in the previous phase. 

Data asset delivery for the first set of reporting continues to track well with a Nov 22 soft go live formal integration and user acceptance test phases are nearing completion. Data and reporting priorities have been agreed with the business post Nov delivery."
Q1 22-23,Transport Accident Commission,TAC,3475,Continuous Delivery 2023,Transport and Vehicles,Systems Management,"Continuous Delivery project is aimed at maturing the TAC Technology delivery model with planned releases to support the system changes and initiatives required in the areas of Business Improvement, Scheme Performance and System Stabilisation.",Delivery,"Compliance (Non Financial), Cost Avoidance (Financial), Cost Reduction (Financial), Workforce Satisfaction (Non Financial)",,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),16-06-22,16-06-22,,16-06-22,$0,,16-06-22,01-07-22,30-06-23,,"$2,686,697",,,,,,Green,"As at end September 2022, the project is tracking green against plan and will continue to focus on improving the scheme�s performance and initiatives that deliver business value over the coming 3 months."
Q1 22-23,Energy Safe Victoria,ESV,3476,ESV Transformation - Digital Component - Tranche 1,Environment and Water,"Business Intelligence,Content Management,Customer Relationship Management,Data Management,Development and Integration ,Financial Management,Knowledge Management ,Management of Process ,Reporting ,Routing and Scheduling,Security Management ,Tracking and Workflow,Visualisation","Digital foundations enabling ESV to become a safety first, data driven customer centric regulator.  
Digital foundations include:
 - Customer Engage Platform
 - Field Services Platform
 - Data Hub
 - Website replacement
 - Finance Platform.",Initiated,,,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),01-07-22,30-11-22,,,"$1,048,699",,,,,,,,,,,,,Tracking well on target for final Business Case submission to the Governance forum for consideration and approval in Q2 FY22/23.
Q1 22-23,Barwon Region Water Corporation,BR Water,3483,C1408 - Data for a High Performing Business,Environment and Water,"Business Intelligence,Data Management","Taking a phased approach, this project will establish foundational technology, establish data management practices and build data capabilities across the business.",Delivery,"Efficiency/Productivity (Non Financial), Increased Quality (Non Financial), Workforce Satisfaction (Non Financial)",,Waterfall,20-08-21,26-05-22,,27-05-22,"$141,200",,01-07-22,,30-06-23,,"$2,203,795",,,,,,Amber,The project status is AMBER mainly due to delayed project manager on-boarding and delayed system integrator mobilsation.
Q1 22-23,Grampians Rural Health Alliance,GRHA,3484,Ballarat Base Hospital Redevelopment - ICT Program,Health,Development and Integration,Ballarat Base Hospital Redevelopment - ICT Program,Initiated,,,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),03-01-22,04-11-22,,,"$80,000",,,,,,,,,,,,,Initiation and planning is well underway. Procurement for Central Energy Plant will begin in the coming month as the project moves into its delivery phase.
Q1 22-23,Yarra Valley Water,YV Water,3485,Enterprise Analytics Platform,Environment and Water,Business Intelligence,"Replacement of YVW's data warehouse, operational datastore and business intelligence reporting technologies with a modern, scalable data and analytics platform.",Initiated,,,PRINCE2,01-06-22,30-09-22,,,"$120,000",,,,,,,,,,,,,Requirements gathered and out to tender
Q1 22-23,Environment Protection Authority,EPA,3486,MAJ105-SDOKR2-1 Enviro Manager,Environment and Water,"Business Intelligence,Data Management",Implementation of Enviro Manager system. The purpose of the Enviro Manager project is to have a modern stable environmental data management system that provides value to EPA by having streamlined?processes and improved data quality and management.,Initiated,,,Hybrid - Agile and Waterfall,25-07-22,09-09-22,,,"$28,884",,,,,,,,,,,,,As of Q1 FY23 Planning phase has been completed. The project anticipates to move to Delivery in Q2 FY23.
Q1 22-23,South East Water,SE Water,3487,Acumen Phase 1,Environment and Water,Data Management,Delivery of the platform designed in phase 0 to ingest all 8 source systems and deliver on the 3 use cases.,Delivery,Efficiency/Productivity (Non Financial),,Agile,01-08-22,31-08-22,,01-09-22,"$100,000",,05-09-22,,01-06-23,,"$4,832,820",,,,,,Green,"The build for the platform has commenced, with Deloitte as our chosen build partner.  Build of the 8 source system ingestions interfaces has commenced."
Q1 22-23,South East Water,SE Water,3488,Pricing Reform 23 System Changes,Environment and Water,Financial Management,The upcoming pricing period 5 has resulted in a need to create major tariff reform in our billing system.,Initiated,,,PMBoK,04-07-22,28-10-22,,,"$189,196",,,,,,,,,,,,,Initiation has commenced which involves detailed analysis of all tariff structures and system impacts including redesign and delivery estimates.
Q1 22-23,Environment Protection Authority,EPA,3489,MAJ101-Permissions Digital Build Improvement Program,Environment and Water,"Business Intelligence,Development and Integration ,Document Management ,Management of Process ,Tracking and Workflow","The project will uplift the permissions systems and address existing gaps & defects. This will improve risk mitigation, workflow efficiency, document management, and productivity and ensure that the usability of the systems are optimized.",Initiated,,,Hybrid - Agile and Waterfall,01-08-22,13-10-22,,,"$78,363",,,,,,,,,,,,,Project planning completed in Q1 FY23. Project execution starting at the beginning of Q2 FY23.
Q1 22-23,Department of Health,DH,3490,Cyber Security Program 2022-2023,Health,Security Management,Program of works for 2022-23 financial year covering several cybersecurity initiatives for the benefit of the Victorian Public Health Sector on behalf of the department's Digital Health branch.,Delivery,"Cost Reduction (Financial), Risk Reduction (Non Financial)",,PRINCE2,01-06-22,30-06-22,,30-06-22,$0,,01-07-22,,30-06-23,,"$5,615,833",,,,,,Green,Project is on schedule.
Q1 22-23,The Museums Board of Victoria,MuseumVIC,3491,Core ICT Infrastructure Refresh and Data Centre Project,"Culture, Sport and Recreation",Systems Management,"The project will replace legacy core server and storage infrastructure, using contemporary externally hosted data centre facilities to host production and DR workloads, improving core service delivery security, availability, and resilience.",Initiated,,,Waterfall,02-09-21,30-11-22,,,$0,,,,,,,,,,,,,"The Data Centre / WAN tender responses were evaluated, with the successful vendor selected and notified. The contract between Museums Victoria and the successful vendor was reviewed and executed."
Q1 22-23,Austin Health,AH,3494,Austin Health HR  Information Systems,Health,Human Resources,"Replacement of legacy HR Systems for Payroll, Recruitment and On-boarding.",Initiated,,,PRINCE2,31-07-22,01-02-23,,,$0,,,,,,,,,,,,,Project Manager on-boarded
Q1 22-23,Victorian Building Authority,VBA,3495,Building Practitioner System,Property and Planning,Customer Relationship Management,"The Building Practitioner System functional scope is positioned within the CRM roadmap to build upon the foundational work in the scope of the existing PRP project while ensuring that the functions built, and sequencing of work is aligned to succes",Delivery,"Customer Satisfaction (Non Financial), Risk Reduction (Non Financial)",,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),01-12-21,15-06-22,,16-06-22,"$328,000",,16-06-22,,26-05-23,,"$2,500,000",,,,,,Amber,"Awaiting guidance from Steering Committee and Sponsor regarding a change to Go-Live for cutover from eToolbox to Salesforce, and release of Online Interactive Forms"
Q1 22-23,Peter MacCallum Cancer Centre,Peter MAC,3496,Parkville  Laboratory Information System Program,Health,"Management of Process ,Records Management ,Systems Management,Tracking and Workflow","The LIS Connect Program will procure and implement a single LIS solution for Pathology Network West across the Parkville precinct pathology services.

Stgae 1: LIS planning and procurement
Stage 2 (delivery): LIS implementation",Initiated,,,PRINCE2,01-03-22,31-12-23,,,"$8,000,000",,,,,,,,,,,,,Project Implementation Planning Study commenced to develop the requirements for LIS tender in 2023.
Q1 22-23,Department of Transport,DOT,3497,Digital Engineering Transformation Project,Transport and Vehicles,"Assets/Materials Management,Content Management,Data Management,Document Management ,Visualisation","Objective of this project is to develop a roadmap to progressively move to a digital environment for�engineering, design and data management. DoT and MTIA will collectively deliver�the DE Transformation, Horizon 1�-3 projects over the next 2-3 years.",Initiated,,,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),04-07-22,30-12-22,,,$0,,,,,,,,,,,,,Project initiation activities are ongoing.
Q1 22-23,Department of Transport,DOT,3500,CCTV Multi-casting Project,Transport and Vehicles,"Business Intelligence,Communication,Visualisation",The objective of this project is to implement a multicast solution to address the physical firewall limitation and support the increasing number of CCTV cameras in the network.,Initiated,,,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),01-07-22,31-01-23,,,$0,,,,,,,,,,,,,Project initiation activities are ongoing.
Q1 22-23,Department of Transport,DOT,3501,CCTV Federation and Third Party CCTV camera access,Transport and Vehicles,"Business Intelligence,Communication,Visualisation",The objective of this project is to enable CCTV federation access with external CCTV systems of Melbourne Metro Trains and Southern Cross Station and develop an integrated platform for 3rd Party CCTV camera access.,Initiated,,,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),01-07-22,31-01-23,,,$0,,,,,,,,,,,,,Project initiation activities are ongoing.
Q1 22-23,Department of Transport,DOT,3502,Speed Change Management Tool Project,Transport and Vehicles,"Communication,Content Management,Data Management",The objective of this project is to streamline the speed zone and speed sign change processes. This will be achieved through an integrated Speed Change Management Tool (SCMT).,Initiated,,,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),01-08-22,31-01-23,,,$0,,,,,,,,,,,,,Project initiation and procurement activities are ongoing.
Q1 22-23,Department of Transport,DOT,3503,PASS Assets Remediation,Transport and Vehicles,"Assets/Materials Management,Security Management ,Systems Management",The objective of this project is to upgrade the PASS Assets environment.,Delivery,"Compliance (Non Financial), Risk Reduction (Non Financial)",,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),15-01-19,30-06-20,,30-06-20,$0,,01-07-20,,31-03-23,,"$2,041,411",,,,,,Green,The project's over all status is green. Project implementation activities are ongoing. Market resource availability is having an impact but is being managed actively.
Q1 22-23,Fire Rescue Victoria,FRV,3504,Enterprise Reporting Platform Implementation,Emergencies and Safety,Business Intelligence,Enable data driven decision making and transparency by implementing a contemporary enterprise reporting solution.,Delivery,"Cost Reduction (Financial), Efficiency/Productivity (Non Financial)",,FRV Project Management Framework (PMF),04-03-22,31-08-22,,31-08-22,$0,,01-09-22,,28-06-24,,"$3,487,000",,,,,,Green,"The project is tracking well against scope, budget and schedule."
Q1 22-23,Fire Rescue Victoria,FRV,3505,Implementing Protective Marking and Information Protection,Emergencies and Safety,Data Management,Implementing processes for managing protective markings on official or higher classified content (documents and emails) in line with the Office of the Victorian Information Commissioner : Victorian Protective Data Security Standards.,Delivery,"Compliance (Non Financial), Risk Reduction (Non Financial)",,FRV Project Management Framework (PMF),11-02-22,30-06-22,,30-06-22,$0,,01-07-22,,30-06-24,,"$1,512,000",,,,,,Green,The project is tracking well against scope budget and schedule
Q1 22-23,Fire Rescue Victoria,FRV,3508,Microsoft SharePoint Upgrade (FRVDocs and Ignite),Emergencies and Safety,Document Management,The migration of applications including the records management and document management to SharePoint online including the deployment of Records 365 for Records Management.,Delivery,"Compliance (Non Financial), Risk Reduction (Non Financial)",,FRV Project Management Framework (PMF),11-02-22,30-06-22,,30-06-22,$0,,01-07-22,,30-10-23,,"$2,059,000",,,,,,Green,"The project is tracking well against scope, budget and schedule."
Q1 22-23,Fire Rescue Victoria,FRV,3509,Database Platform Consolidation and Migration,Emergencies and Safety,Assets/Materials Management,Identify and transition on premise databases to a cloud environment.,Delivery,"Cost Avoidance (Financial), Risk Reduction (Non Financial)",,FRV Project Management Framework (PMF),11-02-22,31-08-22,,31-08-22,$0,,01-09-22,,25-06-24,,"$2,568,000",,,,,,Green,"The project is tracking well against scope, budget and schedule."
Q1 22-23,Fire Rescue Victoria,FRV,3510,ICT Foundational Improvements,Emergencies and Safety,Systems Management,Single FRV branded ICT platform including applications computers devices and systems providing a seamless end-to-end user experience.,Delivery,"Cost Reduction (Financial), Workforce Satisfaction (Non Financial)",,FRV Project Management Framework (PMF),15-11-21,17-01-22,,17-01-22,$0,,18-01-22,,19-12-22,,"$1,829,360",,,,,,Green,"The project is tracking well against scope, budget and schedule."
Q1 22-23,Fire Rescue Victoria,FRV,3512,Cyber Security Digital Identity Trust,Emergencies and Safety,Security Management,Implement an Identify and Access Management / Cyber Security Digital Identity Trust solution.,Initiated,,,FRV Project Management Framework (PMF),11-02-22,31-10-22,,,$0,,,,,,,,,,,,,The project is in the early stages of initiation.
Q1 22-23,Fire Rescue Victoria,FRV,3513,Appliance and Equipment Tracking & Visualisation Solution,Emergencies and Safety,Tracking and Workflow,Replace multiple hardware and software solutions into a single consolidated solution.,Initiated,,,FRV Project Management Framework (PMF),11-02-22,31-10-22,,,$0,,,,,,,,,,,,,The project is in the early stages of initiation.
Q1 22-23,Fire Rescue Victoria,FRV,3514,Cloud Security Assurance Program,Emergencies and Safety,Security Management,Uplift the cyber resilience capability to protect Fire Rescue Victoria from existing and emerging cyber threats and comply with regulatory and resilience requirement obligations across Fire Rescue Victoria and its partner organisations.,Initiated,,,FRV Project Management Framework (PMF),11-02-22,31-07-22,,,$0,,,,,,,,,,,,,"The project is tracking well, and is expected to move into delivery stage next quarter."
Q1 22-23,Fire Rescue Victoria,FRV,3515,Eastern Hill Data Centre Relocation,Emergencies and Safety,Assets/Materials Management,Data centre relocation analysis and implementation.,Initiated,,,FRV Project Management Framework (PMF),11-02-22,01-10-22,,,$0,,,,,,,,,,,,,The project is tracking well and is expected to move into delivery stage next quarter.
Q1 22-23,Fire Rescue Victoria,FRV,3516,Network Systems Equipment End of Life,Emergencies and Safety,Assets/Materials Management,Identify and replace network system equipment that are approaching end of life.,Initiated,,,FRV Project Management Framework (PMF),11-02-22,15-12-22,,,$0,,,,,,,,,,,,,"The project is tracking well, and is expected to move into delivery stage next quarter."
Q1 22-23,Department of Transport,DOT,3517,Multi-modal transport information pilot,Transport and Vehicles,"Business Intelligence,Collaboration  ,Communication,Visualisation",Objective of this project is transformation of V/Line and Yarra Trams operator data to Open data partners.,Delivery,"Efficiency/Productivity (Non Financial), Social Improvement (Non Financial)",,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),01-07-22,31-08-22,,31-08-22,$0,,01-09-22,,30-12-22,,"$1,500,000",,,,,,Green,Over all project status is green. Project implementation activities are ongoing.
Q1 22-23,Major Transport Infrastructure Authority,MTIA,3383,Business Reporting and NELP Data Warehouse,Transport and Vehicles,Business Intelligence,"The Business Reporting and NELP Data Warehouse project aims to deliver a set of automated reports for key functional areas; Procurement, Integrity and Finance and establish a Data Warehouse for the North East Link Project",Delivery,"Cost Reduction (Financial), Efficiency/Productivity (Non Financial)",,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),30-05-22,08-07-22,,08-07-22,$0,,11-07-22,,03-02-23,,"$1,777,411",,,,,,Green,The project is on track to deliver as per the agreed business case
Q1 22-23,Fire Rescue Victoria,FRV,3385,Emergency Response and Community Safety,Emergencies and Safety,Systems Management,"Seeking to implement business capability uplift through an integrated end-to-end incident, case and community channels solution.",Initiated,,,FRV Project Management Framework (PMF),01-05-22,30-06-23,,,"$400,000","$650,000",,,,,,,,,,,,"The project is tracking well against scope, budget and schedule."
Q1 22-23,Fire Rescue Victoria,FRV,3386,Integrated Logistics Management Platform and Finance ERP,Emergencies and Safety,Assets/Materials Management,"Implementation of an end-to-end logistics platform to enable effective governance, oversight and management of operational assets.",Initiated,,,FRV Project Management Framework (PMF),01-05-22,30-06-23,,,"$350,000",,,,,,,,,,,,,"The project is tracking well against scope, budget and schedule."
Q1 22-23,Department of Premier and Cabinet,DPC,3387,Target Architecture Blueprint for the Victorian Government,Government and Economy,Organisational Management,The project will develop an IT architecture blueprint that defines the target state to enable a digital-ready public sector.,Closed - Completed,Efficiency/Productivity (Non Financial),31-07-22,Agile,01-12-21,14-12-21,,14-12-21,$0,,31-01-22,,31-07-22,,"$1,000,000",,,,,Green,Green,The project is tracking to approved plan.
Q1 22-23,Department of Justice and Community Safety,DJCS,3389,Prison Industries Enhancement Phase 3 Project (PIE3),Law and Justice,Management of Process,PIE3 will continue to be a key support of Prison Industries� strategy to transition operations to standard systems.,Delivery,"Cost Reduction (Financial), Increased Revenue (Financial), Social Improvement (Non Financial)",,Project Management Excellence,26-10-21,05-03-22,,05-03-22,$0,,05-09-22,25-04-22,30-06-24,,"$1,959,548",,,,,Green,Green,"Overall the project is on track against schedule, scope and budget. Project is in delivery, targeting go-live at the first of 11 locations in late 2022."
Q1 22-23,Department of Premier and Cabinet,DPC,3390,WOVG Common Corporate Platforms,Government and Economy,Human Capital / Workforce Management,"Implementation of a whole of government cloud based single instance to modernise Human Resources, Finance and Procurement platforms to deliver consistent corporate services across the Victorian Public Service to improve process efficiency.",Delivery,"Cost Reduction (Financial), Efficiency/Productivity (Non Financial), Workforce Satisfaction (Non Financial)",,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),28-08-19,29-09-20,,29-09-20,"$808,026",,30-09-20,,30-09-26,,"$111,630,410","$143,000,000",,,,Amber,Amber,A review of the program ambition is underway to reflect changes in the technology landscape. Some delays to program milestones have been experienced due to stakeholder and resource availability. A 'Return to 'Green' plan is in place and being actioned.
Q1 22-23,Department of Education and Training,DET,3391,ARC Learning (FUSE Replacement),Education,Development and Integration,"A repository of high-quality, curriculum-aligned learning resources and objects for classroom use and on-demand professional learning content.",Delivery,"Cost Reduction (Financial), Efficiency/Productivity (Non Financial), Increased Quality (Non Financial)",,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),01-04-22,30-06-22,,30-06-22,"$235,628",,01-07-22,,30-06-23,,"$1,667,084",,,,,,Green,"The initial project scope has been approved by the board.  As a result, the project schedule and budget has been baselined.  
The project delivery is on track to complete on schedule and budget."
Q1 22-23,Department of Justice and Community Safety,DJCS,3392,Identity and Access Management (IDAM) PHASE 2,Employment and Workplace,Systems Management,Close gaps in the management of the identities that have access to DJCS data by implementing automated workflows.,Delivery,"Cost Reduction (Financial), Risk Reduction (Non Financial)",,Project Management Excellence,18-10-21,18-03-22,,18-03-22,"$113,451",,21-03-22,,31-07-22,30-06-23,"$937,060","$941,510",,,,Green,Green,Overall the project is on track against schedule scope and budget. Additional budget has been approved to deliver additional scope agreed by project steering committee. This increase is reflected in the revised delivery cost.
Q1 22-23,Department of Premier and Cabinet,DPC,3393,Digital Public Notices,Government and Economy,Content Management,"Digital Victoria has been tasked with delivering a new service, Digital Public Notices. The MVP will be delivered week commencing 25 July 2022, and will allow government and business users to publish public notices digitally.",Delivery,Cost Avoidance (Financial),,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),11-01-21,11-01-22,,01-03-22,$0,,04-04-22,,30-09-22,30-06-23,"$1,900,000",,,,,Amber,Green,Project status has been updated to green due to additional project budget until the end of the 2022-23 financial year.
Q1 22-23,Peninsula Health,PEN Health,3396,Peninsula Health Surgical Centre - IT component,Health,Organisational Management,"Peninsula Health are opening a Surgical Services Centre located in Frankston in the building that is currently known as Frankston Private Hospital.  This project covers the ICT aspects of this initiative only,",Closed - Completed,Customer Satisfaction (Non Financial),15-09-22,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),02-05-22,31-05-22,,31-05-22,$0,,01-06-22,,30-09-22,,"$5,920,000",,,,,Green,Green,"Frankston Public Surgical Centre officially opening on Tuesday 6 September and welcomed our first patients.  

The opening went as planned and is successfully running."
Q1 22-23,Melbourne Water,MELB Water,3397,Project Management Transformation,Environment and Water,Collaboration,"Melbourne Water uses an enterprise Project Management tool for managing the capital program. Key issues are;
- System functionality, 
- Performance, 
- End user experience
- Technology that won't reach end-of-support",Initiated,,,PMBoK,01-04-22,12-07-22,04-10-22,,$0,,,,,,,,,,,,,IT Portfolio Prioritisation review required project to realign to new dates. Business Case has been re-submitted and in workflow for approval.
Q1 22-23,Western Health,WH,3398,Western Health - Bacchus Marsh-Melton Amalgamation - Network Switch and Clinical Grade Network Uplift,Health,Systems Management,Uplift of the Bacchus Marsh and Melton network switch and clinical grade network infrastructure to facilite health service amalgamation with Western Health,Delivery,Efficiency/Productivity (Non Financial),,PRINCE2,01-07-21,30-09-21,,21-12-21,$0,,03-01-22,,30-12-22,30-06-23,"$4,500,000","$4,892,393",,,,Green,Green,Major wide area network and local area network upgrades underway and expected to be concluded in December 2022.  Additional works to continue through to June 2023
Q1 22-23,Department of Transport,DOT,3399,Victraffic Upgrade Project,Transport and Vehicles,"Communication,Customer Initiated Assistance,Customer Preferences",Objective of this project is to support transport users and emergency response units to safely and confidently move around our road network during an emergency situation and improve road closure capture and uplift the user experience.,Initiated,,,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),27-07-22,19-09-22,31-01-23,,$0,,,,,,,,,,,,,Project planing and procurement activities are ongoing.
Q1 22-23,Dental Health Services Victoria,DHSV,3400,Smile Squad Network infrastructure,Health,Systems Management,Provision of network infrastructure to smile squad service program,Delivery,"Efficiency/Productivity (Non Financial), Increased Quality (Non Financial)",,PRINCE2,12-07-21,28-01-22,,28-01-22,"$100,000",,31-01-22,,04-08-23,23-06-23,"$1,964,978",,,,,Red,Green,The Steering Committee endorsed the rebaselined schedule.  The project is progressing to the revised schedule.
Q1 22-23,"Department of Families, Fairness and Housing",DFFH,3401,Client referral solution for Family Safety Victoria and Family Services,Community Services,Routing and Scheduling,Deliver an enterprise-level client referral solution for managing client referrals to and from�Community Service Organisations (agencies) for the range of funded support services in the broader children and families� sector.�?,Delivery,"Efficiency/Productivity (Non Financial), Increased Quality (Non Financial), Risk Reduction (Non Financial)",,Agile,01-07-21,28-02-22,,01-03-22,$0,,01-03-22,,10-10-22,07-11-22,"$1,061,000","$1,310,000",,,,Green,Green,Project is progressing to revised schedule and cost.
